url,category,subcategory,tanggal_publish,judul_berita,tags,konten_berita,__source_file
https://makassar.kompas.com/read/2025/11/10/065319878/tertangkap-kamera-gandeng-dua-anak-selain-bilqis-pelaku-penculikan-itu-anak,Regional,,2025-11-10T06:53:19,"Tertangkap Kamera Gandeng Dua Anak Selain Bilqis, Pelaku Penculikan: Itu Anak Kandung Saya","Penculikan anak di Makassar, Makassar, bilqis diculik, bilqis diculik makassar, bilqis ditemukan di jambi, penculikan Bilqis, bilqis diculik jambi, kasus Bilqis, kasus penculikan anak Makassar","Kasus dugaan penculikan terhadap bocah empat tahun bernama Bilqis Ramdhani oleh jaringan tindak pidana perdagangan orang (TPPO) masih menyita perhatian publik. Salah satu petunjuk awal hingga mengungkap peristiwa memilukan itu, yakni berdasarkan pengakuan seorang wanita berinisial SY (30). SY merupakan pelaku pertama yang ditangkap polisi berdasarkan petunjuk rekaman CCTV viral saat dirinya tertangkap kamera menggandeng Bilqis bersama dua anak lainnya di Kota Makassar, Sulawesi Selatan (Sulsel). Di hadapan polisi, SY mengaku dua anak yang juga dibawanya bukan merupakan korban penculikan. Dua anak yang terekam CCTV menggunakan pakaian berwarna biru adalah anak kandung SY sendiri. ""Itu dua orang anak saya yang (tertangkap kamera) CCTV,"" kata SY di hadapan polisi usai ditangkap. Menurut SY, dia membawa dua anaknya itu agar Bilqis tidak merasa curiga saat hendak diculik. ""Saya tidak intai, awalnya itu anak (Bilqis) bermain, jadi saya tanya mana mama mu, dia jawab tidak ada, terus saya tanya lagi mana bapak mu, dia cuma geleng-geleng. Tidak ada saya tawarkan, hanya saya bilang, sini mau kau ikut dengan saya,"" ungkap SY. SY merupakan orang pertama yang ditangkap polisi di tempat indekosnya di Jalan Abu Bakar Lambogo, Kecamatan Makassar, Kota Makassar, Sulawesi Selatan (Sulsel), pada Kamis (6/11/2025). SY mengakui membawa hingga menjual Bilqis karena impitan ekonomi. SY menceritakan, awalnya dia berkenalan dengan seorang wanita yang belum diketahui identitasnya melalui media sosial Facebook. Wanita itu pun menawarkan SY uang senilai Rp 3 juta, jika mampu memberikannya seorang anak. ""Awalnya dia mau ambil itu anak (Bilqis) untuk dirawat dengan baik. Dia menawarkan uang Rp 3 juta, dia sudah transfer Rp 500.000 ke rekening saya,"" ucap SY di hadapan polisi usai ditangkap. Sepengetahuan SY, Bilqis hanya akan dibawa ke Jakarta untuk diadopsi oleh keluarga lain yang tidak mempunyai keturunan. ""Saya tidak tahu bagaimana sampai ke Jambi, itu yang beli orang Jakarta. Dia naik pesawat ke sini, lalu (Bilqis) dibawa sama perempuan orang Jakarta,"" kata SY. SY bahkan mengaku kaget setelah mengetahui Bilqis ternyata dijual kembali hingga sampai ke Jambi. ""Dia bawa ke sana saya juga tidak tahu, kalau dia jual kembali sampai ke Jambi saya juga kaget,"" jelas dia. Sebelumnya, Bilqis yang dinyatakan hilang selama sepekan akhirnya ditemukan dalam kondisi sehat tanpa luka sedikit pun di wilayah Suku Anak Dalam (SAD), tepatnya di SPE Gading Jaya, Kecamatan Tabir Selatan, Kabupaten Merangin, Provinsi Jambi, pada Sabtu (8/11/2025) malam. Bilqis ditemukan di lokasi tersebut setelah polisi mendalami pengakuan salah satu pelaku yang telah menjual Bilqis dengan harga sekitar Rp 80 juta.",kompas_news_scraped.csv
https://medan.kompas.com/read/2025/11/10/053000278/firasat-driver-ojol-benar-tangannya-sampai-bergetar-lihat-isi-paket-yang,Regional,,2025-11-10T05:30:00,"Firasat Driver Ojol Benar, Tangannya sampai Bergetar Lihat Isi Paket yang Diantar","Medan, sumut, paket narkotika driver ojol medan","Seorang driver ojek online berinisial J melapor ke Polsek Tembung, Medan, Sumatera Utara, setelah mencurigai isi paket milik pelanggan yang baru saja diterimanya. Saat paket itu dibuka, ternyata berisi narkoba. J menceritakan, peristiwa tersebut terjadi pada Sabtu (8/11/2025). Saat itu, ia mendapat order pengantaran dari seorang pria berinisial JI di Jalan Jermal, Kecamatan Medan Denai, Kota Medan, sekitar pukul 15.00 WIB. ""Nah pas aku ke sana, agak ngeri daerahnya karena masih tanah garapan. Terus kulihat ada banyak bong untuk isap narkoba. Itu awalnya aku curiga,"" kata J kepada Kompas.com melalui sambungan telepon, Minggu (9/11/2025). J mengaku menerima paket berupa satu kantong plastik berisi pakaian. Paket itu hendak dikirim ke penerima berinisial D di Jalan Thamrin, dengan ongkos kirim Rp 16.000. Namun, di perjalanan, kecurigaan J terhadap paket tersebut semakin kuat hingga akhirnya ia memutuskan untuk melapor ke Polsek Tembung. ""Jadi sempat kucek paket itu, cuma kaos dan celana pendek yang udah lusuh. Makin curiga lah makanya langsung ke Polsek,"" ujar J. Sesampainya di kantor polisi, J bersama petugas memeriksa kembali isi paket tersebut. ""Di situ lah, sampai bergetar tanganku pas ngecek ternyata ada paket kecil yang diisolasi dalam saku celana. Dibuka lah, ternyata benar ada dua pil dalam klip kecil. Ya, dugaannya pil ekstasi,"" ujarnya. Berangkat dari situ, J bersama petugas bergerak menuju Jalan Thamrin untuk melakukan pengantaran sesuai alamat. Setibanya di lokasi, petugas menyamar dan langsung meringkus D saat menerima paket. D kemudian dibawa ke Polsek Tembung untuk diperiksa lebih lanjut. Kepala Polsek Tembung AKP Ras Maju membenarkan kejadian tersebut. Ia mengatakan, pihaknya masih memeriksa D dan menguji kandungan pil yang ditemukan. ""Saat ini kami masih mendalami keterangannya. Untuk pil itu juga masih dicek apakah mengandung narkotika atau tidak,"" ujar Ras Maju kepada Kompas.com melalui sambungan telepon.",kompas_news_scraped.csv
https://regional.kompas.com/read/2025/11/09/163843778/bocah-bilqis-diculik-di-makassar-dijual-ke-yogyakarta-dan-jambi-rp-80-juta,Regional,,2025-11-09T16:38:43,"Bocah Bilqis Diculik di Makassar, Dijual ke Yogyakarta dan Jambi Rp 80 Juta","bilqis diculik, bilqis diculik makassar, bilqis balita diculik, bilqis ditemukan di jambi","Seorang balita asal Makassar, Sulawesi Selatan bernama Bilqis Ramadhany, akhirnya ditemukan di Provinsi Jambi, Sabtu (8/11/2025) pukul 20.00 WIB, setelah sepekan diculik dan dijual seharga Rp 80 juta. Bilqis ditemukan di kawasan Suku Anak Dalam (SAD), tepatnya di SPE Gading Jaya, Kecamatan Tabir Selatan, Kabupaten Merangin, Provinsi Jambi. Polisi juga telah menangkap dua orang terduga penculik Bilqis di wilayah Jalan H Bakri, Koto Tinggi, Kecamatan Sungai Penuh, Kota Sungai Penuh, Jambi, pada Jumat (7/21/2025) pukul 13.00 WIB. Setelah itu, polisi kemudia menginterogasi terduga pelaku, hingga akhirnya mengetahui keberadaan Bilqis. ""Kemudian kita telusuri dan melakukan pendekatan terhadap temenggung (tetua adat Suku Anak Dalam) untuk mengembalikan Bilqis,"" kata Kasat Reskrim Polres Merangin Iptu Eka Putra Yuliesman Koto, saat dikonfirmasi melalui pesan singkat, Minggu (9/11/2025). Setelah polisi melakukan pendekatan, Bilqis akhirnya berhasil diamankan, kemudian dibawa ke Polda Jambi untuk diserahkan ke Polres Makassar. Dua pelaku, Mery Ana dan lelaki bernama Ade Friyanto Syaputera, ditangkap tim gabungan Polda Jambi karena menculik Bilqis. Kepala Seksi Humas Polres Kerinci, Iptu DS Sitinjak, mengatakan keduanya ditangkap di sebuah penginapan di Kota Sungai Penuh pada Jumat (7/11/2025). Setelah diperiksa, pelaku mengaku telah menjual Bilqis kepada salah satu warga di Kabupaten Merangin, Jambi, dengan harga Rp 80 juta. Berbekal informasi tersebut, tim gabungan menuju lokasi yang disebutkan pelaku. Bilqis akhirnya ditemukan dan berhasil diselamatkan oleh polisi, lalu dibawa kembali ke Kota Makassar. Sementara, kedua pelaku kini tengah menjalani pemeriksaan. Iptu Sitinjak menjelaskan, penculikan terjadi pada Minggu (2/11/2025). Sekitar pukul 08.00 WITA, Bilqis dibawa oleh orangtuanya bermain di Taman Pakui, di sekitar lapangan tenis Kota Makassar. Saat kedua orangtuanya tengah bermain tenis, pukul 10.00 WITA mereka mencari Bilqis di taman, tapi bocah tersebut tidak terlihat. Orangtua Bilqis akhirnya melaporkan kejadian itu ke Polrestabes Makassar.",kompas_news_scraped.csv
